舟	<div class=tone1>zhōu</div>	zhou1	boat	137		[sound:cmn-zhou1.mp3]	<img src="舟_img_ancient.svg">	<img src="舟_stroke_order.svg">	船, 般, 航, 舰, 盘
艮	<div class=tone4>gèn</div>, <div class=tone3>gěn</div>, <div class=tone2>hén</div>	gen4 gen3 hen2	stopping	138		[sound:cmn-gen4.mp3]	<img src="艮_img_ancient.svg">	<img src="艮_stroke_order.svg">	很, 眼, 根, 食, 跟
色	<div class=tone4>sè</div>, <div class=tone3>shǎi</div>	se4 shai3	color, prettiness	139		[sound:cmn-se4.mp3]	<img src="色_img_ancient.svg">	<img src="色_stroke_order.svg">	色, 绝, 艳, 铯, 艴
艸	<div class=tone3>cǎo</div>, <div class=tone4>zào</div>	cao3 zao4	grass	140	艹	[sound:cmn-cao3.mp3]	<img src="艸_img_ancient.svg">	<img src="艸_stroke_order.svg">	艸, 展, 花, 若, 英
虍	<div class=tone1>hū</div>	hu1	tiger	141		[sound:cmn-hu1.mp3]	<img src="虍_img_ancient.svg">	<img src="虍_stroke_order.svg">	虎, 虑, 虚, 虏, 虞
虫	<div class=tone2>chóng</div>, <div class=tone3>huǐ</div>	chong2 hui3	insect	142		[sound:cmn-chong2.mp3]	<img src="虫_img_ancient.svg">	<img src="虫_stroke_order.svg">	强, 虽, 独, 融, 触
血	<div class=tone3>xiě</div>, <div class=tone4>xuè</div>	xie3 xue4	blood	143		[sound:cmn-xie3.mp3]	<img src="血_img_ancient.svg">	<img src="血_stroke_order.svg">	血, 恤, 衅, 衄, 洫
行	<div class=tone2>xíng</div>, <div class=tone2>háng</div>, <div class=tone4>xìng</div>, <div class=tone4>hàng</div>, <div class=tone2>héng</div>	xing2 hang2 xing4 hang4 heng2	go, do	144		[sound:cmn-xing2.mp3]	<img src="行_img_ancient.svg">	<img src="行_stroke_order.svg">	行, 街, 衡, 衙, 衔
衣	<div class=tone1>yī</div>, <div class=tone4>yì</div>	yi1 yi4	clothes	145	衤	[sound:cmn-yi1.mp3]	<img src="衣_img_ancient.svg">	<img src="衣_stroke_order.svg">	装, 依, 袭, 裁, 袋
襾	<div class=tone4>yà</div>, <div class=tone1>xī</div>	ya4 xi1	west	146	西, 覀	[sound:cmn-ya4.mp3]		<img src="襾_stroke_order.svg">	西, 牺, 洒, 栖, 晒
見	<div class=tone4>jiàn</div>, <div class=tone4>xiàn</div>	jian4 xian4	see	147	见	[sound:cmn-jian4.mp3]	<img src="見_img_ancient.svg">	<img src="見_stroke_order.svg">	視, 睍, 觀, 靦, 覺
角	<div class=tone3>jiǎo</div>, <div class=tone2>jué</div>, <div class=tone3>gǔ</div>, <div class=tone4>lù</div>	jiao3 jue2 gu3 lu4	horn	148		[sound:cmn-jiao3.mp3]	<img src="角_img_ancient.svg">	<img src="角_stroke_order.svg">	解, 确, 触, 斛, 觯
言	<div class=tone2>yán</div>, <div class=tone4>yàn</div>, <div class=tone2>yín</div>	yan2 yan4 yin2	speech	149	訁, 讠	[sound:cmn-yan2.mp3]	<img src="言_img_ancient.svg">	<img src="言_stroke_order.svg">	信, 警, 誉, 誓, 譬
谷	<div class=tone3>gǔ</div>, <div class=tone4>yù</div>, <div class=tone4>lù</div>	gu3 yu4 lu4	valley	150		[sound:cmn-gu3.mp3]	<img src="谷_img_ancient.svg">	<img src="谷_stroke_order.svg">	容, 欲, 俗, 裕, 浴
豆	<div class=tone4>dòu</div>	dou4	bean	151		[sound:cmn-dou4.mp3]	<img src="豆_img_ancient.svg">	<img src="豆_stroke_order.svg">	登, 短, 逗, 痘, 豌
豕	<div class=tone3>shǐ</div>	shi3	pig	152		[sound:cmn-shi3.mp3]	<img src="豕_img_ancient.svg">	<img src="豕_stroke_order.svg">	家, 逐, 豪, 豢, 豚
豸	<div class=tone4>zhì</div>	zhi4	cat, badger	153		[sound:cmn-zhi4.mp3]		<img src="豸_stroke_order.svg">	貌, 豹, 貂, 豺, 貉
貝	<div class=tone4>bèi</div>	bei4	shell	154	贝	[sound:cmn-bei4.mp3]	<img src="貝_img_ancient.svg">	<img src="貝_stroke_order.svg">	質, 贈, 貢, 齎, 資
赤	<div class=tone4>chì</div>	chi4	red, bare	155		[sound:cmn-chi4.mp3]	<img src="赤_img_ancient.svg">	<img src="赤_stroke_order.svg">	赤, 赫, 赦, 郝, 哧
走	<div class=tone3>zǒu</div>	zou3	run	156	赱	[sound:cmn-zou3.mp3]	<img src="走_img_ancient.svg">	<img src="走_stroke_order.svg">	起, 越, 超, 赵, 徒
足	<div class=tone2>zú</div>, <div class=tone4>jù</div>	zu2 ju4	foot	157		[sound:cmn-zu2.mp3]	<img src="足_img_ancient.svg">	<img src="足_stroke_order.svg">	足, 促, 捉, 蹙, 龊
身	<div class=tone1>shēn</div>, <div class=tone2>yuán</div>, <div class=tone1>juān</div>	shen1 yuan2 juan1	body	158		[sound:cmn-shen1.mp3]	<img src="身_img_ancient.svg">	<img src="身_stroke_order.svg">	身, 射, 躲, 躺, 躬
車	<div class=tone1>chē</div>, <div class=tone1>jū</div>	che1 ju1	cart, car	159	车	[sound:cmn-che1.mp3]	<img src="車_img_ancient.svg">	<img src="車_stroke_order.svg">	墼, 軿, 較, 輓, 轘
辛	<div class=tone1>xīn</div>	xin1	bitter	160		[sound:cmn-xin1.mp3]	<img src="辛_img_ancient.svg">	<img src="辛_stroke_order.svg">	避, 辞, 宰, 辟, 辜
辰	<div class=tone2>chén</div>	chen2	morning	161		[sound:cmn-chen2.mp3]	<img src="辰_img_ancient.svg">	<img src="辰_stroke_order.svg">	震, 振, 晨, 辱, 唇
辵	<div class=tone4>chuò</div>	chuo4	walk	162	辶	[sound:cmn-chuo4.mp3]	<img src="辵_img_ancient.svg">	<img src="辵_stroke_order.svg">	行, 街, 衡, 衙, 衔
邑	<div class=tone4>yì</div>, <div class=tone4>è</div>	yi4 e4	town	163		[sound:cmn-yi4.mp3]	<img src="邑_img_ancient.svg">	<img src="邑_stroke_order.svg">	邑, 挹, 扈, 邕, 悒
酉	<div class=tone3>yǒu</div>	you3	wine, alcohol	164		[sound:cmn-you3.mp3]	<img src="酉_img_ancient.svg">	<img src="酉_stroke_order.svg">	酒, 配, 醒, 醉, 酸
釆	<div class=tone4>biàn</div>, <div class=tone3>cǎi</div>	bian4 cai3	divide, distinguish, choose	165		[sound:cmn-bian4.mp3]	<img src="釆_img_ancient.svg">	<img src="釆_stroke_order.svg">	释, 悉, 番, 釉, 釋
里	<div class=tone3>lǐ</div>	li3	village, mile	166		[sound:cmn-li3.mp3]	<img src="里_img_ancient.svg">	<img src="里_stroke_order.svg">	里, 理, 重, 野, 童
金	<div class=tone1>jīn</div>, <div class=tone4>jìn</div>	jin1 jin4	metal, gold	167	釒, 钅	[sound:cmn-jin1.mp3]	<img src="金_img_ancient.svg">	<img src="金_stroke_order.svg">	金, 鉴, 銮, 鑫, 釜
長	<div class=tone2>cháng</div>, <div class=tone3>zhǎng</div>, <div class=tone4>zhàng</div>	chang2 zhang3 zhang4	long, grow	168	镸, 长	[sound:cmn-chang2.mp3]	<img src="長_img_ancient.svg">	<img src="長_stroke_order.svg">	長, 鋹, 脹, 餦, 粻
門	<div class=tone2>mén</div>	men2	gate	169	门	[sound:cmn-men2.mp3]	<img src="門_img_ancient.svg">	<img src="門_stroke_order.svg">	閤, 闇, 間, 開, 闉
阜	<div class=tone4>fù</div>	fu4	mound, dam	170	阝	[sound:cmn-fu4.mp3]	<img src="阜_img_ancient.svg">	<img src="阜_stroke_order.svg">	阜, 埠
隶	<div class=tone4>lì</div>, <div class=tone4>dài</div>, <div class=tone4>yì</div>, <div class=tone4>dì</div>	li4 dai4 yi4 di4	slave, capture	171		[sound:cmn-li4.mp3]	<img src="隶_img_ancient.svg">	<img src="隶_stroke_order.svg">	康, 逮, 棣, 埭, 隸
隹	<div class=tone1>zhuī</div>, <div class=tone1>cuī</div>, <div class=tone2>wéi</div>	zhui1 cui1 wei2	small bird	172		[sound:cmn-zhui1.mp3]	<img src="隹_img_ancient.svg">	<img src="隹_stroke_order.svg">	难, 集, 准, 推, 谁
雨	<div class=tone3>yǔ</div>, <div class=tone4>yù</div>	yu3 yu4	rain	173		[sound:cmn-yu3.mp3]	<img src="雨_img_ancient.svg">	<img src="雨_stroke_order.svg">	需, 雷, 露, 雪, 震
靑	<div class=tone1>qīng</div>	qing1	blue	174	青	[sound:cmn-qing1.mp3]	<img src="靑_img_ancient.svg">	<img src="靑_stroke_order.svg">	情, 请, 清, 精, 静
非	<div class=tone1>fēi</div>, <div class=tone3>fěi</div>	fei1 fei3	wrong	175		[sound:cmn-fei1.mp3]	<img src="非_img_ancient.svg">	<img src="非_stroke_order.svg">	非, 罪, 排, 悲, 辈
面	<div class=tone4>miàn</div>	mian4	face	176	靣	[sound:cmn-mian4.mp3]	<img src="面_img_ancient.svg">	<img src="面_stroke_order.svg">	面, 缅, 湎, 腼, 靥
革	<div class=tone2>gé</div>, <div class=tone2>jí</div>, <div class=tone3>jǐ</div>	ge2 ji2 ji3	leather, rawhide	177		[sound:cmn-ge2.mp3]	<img src="革_img_ancient.svg">	<img src="革_stroke_order.svg">	革, 勒, 鞋, 鞭, 鞍
韋	<div class=tone2>wéi</div>, <div class=tone2>huí</div>	wei2 hui2	tanned leather	178	韦	[sound:cmn-wei2.mp3]	<img src="韋_img_ancient.svg">	<img src="韋_stroke_order.svg">	韡, 韐, 衛, 韎, 褘
韭	<div class=tone3>jǐu</div>	jiu3	leek	179		[sound:cmn-jiu3.mp3]	<img src="韭_img_ancient.svg">	<img src="韭_stroke_order.svg">	韭, 韮, 韰, 韲, 齏
音	<div class=tone1>yīn</div>, <div class=tone4>yìn</div>	yin1 yin4	sound	180		[sound:cmn-yin1.mp3]	<img src="音_img_ancient.svg">	<img src="音_stroke_order.svg">	意, 竟, 暗, 韵, 韶
頁	<div class=tone4>yè</div>, <div class=tone2>xié</div>	ye4 xie2	leaf	181	页	[sound:cmn-ye4.mp3]	<img src="頁_img_ancient.svg">	<img src="頁_stroke_order.svg">	顗, 頉, 頠, 類, 頵
凬	<div class=tone1>fēng</div>	feng1	wind	182	風, 风	[sound:cmn-feng1.mp3]	<img src="凬_img_ancient.svg">	<img src="凬_stroke_order.svg">	
飛	<div class=tone1>fēi</div>	fei1	fly	183		[sound:cmn-fei1.mp3]	<img src="飛_img_ancient.svg">	<img src="飛_stroke_order.svg">	飛, 飜, 騛, 飞
食	<div class=tone2>shí</div>, <div class=tone4>sì</div>, <div class=tone4>yì</div>	shi2 si4 yi4	eat, food	184	飠, 饣	[sound:cmn-shi2.mp3]	<img src="食_img_ancient.svg">	<img src="食_stroke_order.svg">	食, 餐, 飨, 饕, 饔
首	<div class=tone3>shǒu</div>	shou3	head	185		[sound:cmn-shou3.mp3]	<img src="首_img_ancient.svg">	<img src="首_stroke_order.svg">	道, 馗, 艏, 馘, 衜
香	<div class=tone1>xiāng</div>	xiang1	fragrant	186		[sound:cmn-xiang1.mp3]	<img src="香_img_ancient.svg">	<img src="香_stroke_order.svg">	香, 馨, 馥, 黁, 馛
馬	<div class=tone3>mǎ</div>	ma3	horse	187	马	[sound:cmn-ma3.mp3]	<img src="馬_img_ancient.svg">	<img src="馬_stroke_order.svg">	驩, 驎, 驗, 騔, 騑
骨	<div class=tone3>gǔ</div>, <div class=tone1>gū</div>, <div class=tone2>gú</div>	gu3 gu1 gu2	bone	188		[sound:cmn-gu3.mp3]	<img src="骨_img_ancient.svg">	<img src="骨_stroke_order.svg">	骨, 骸, 滑, 髓, 猾
高	<div class=tone1>gāo</div>, <div class=tone4>gào</div>	gao1 gao4	tall, high	189	髙	[sound:cmn-gao1.mp3]	<img src="高_img_ancient.svg">	<img src="高_stroke_order.svg">	高, 搞, 稿, 敲, 嵩
髟	<div class=tone1>biāo</div>, <div class=tone1>shān</div>, <div class=tone4>piào</div>	biao1 shan1 piao4	long hair	190		[sound:cmn-biao1.mp3]	<img src="髟_img_ancient.svg">	<img src="髟_stroke_order.svg">	髦, 鬓, 鬟, 髯, 髻
鬥	<div class=tone4>dòu</div>	dou4	fight	191		[sound:cmn-dou4.mp3]	<img src="鬥_img_ancient.svg">	<img src="鬥_stroke_order.svg">	鬧, 鬩
鬯	<div class=tone4>chàng</div>	chang4	herbs, sacrificial wine	192		[sound:cmn-chang4.mp3]	<img src="鬯_img_ancient.svg">	<img src="鬯_stroke_order.svg">	鬯
鬲	<div class=tone4>lì</div>, <div class=tone2>gé</div>, <div class=tone4>è</div>	li4 ge2 e4	tripod, cauldron	193		[sound:cmn-li4.mp3]	<img src="鬲_img_ancient.svg">	<img src="鬲_stroke_order.svg">	融, 隔, 鬻, 嗝, 镉
鬼	<div class=tone3>guǐ</div>	gui3	ghost, demon	194		[sound:cmn-gui3.mp3]	<img src="鬼_img_ancient.svg">	<img src="鬼_stroke_order.svg">	鬼, 魏, 魔, 魂, 愧
魚	<div class=tone2>yú</div>	yu2	fish	195	鱼	[sound:cmn-yu2.mp3]	<img src="魚_img_ancient.svg">	<img src="魚_stroke_order.svg">	鰲, 魨, 鮈, 鰞, 鮼
鳥	<div class=tone3>niǎo</div>, <div class=tone3>diǎo</div>, <div class=tone3>dǎo</div>, <div class=tone4>què</div>	niao3 diao3 dao3 que4	bird	196	鸟	[sound:cmn-niao3.mp3]	<img src="鳥_img_ancient.svg">	<img src="鳥_stroke_order.svg">	鴈, 鷟, 鳷, 鵰, 鴥
鹵	<div class=tone3>lǔ</div>	lu3	salt	197		[sound:cmn-lu3.mp3]	<img src="鹵_img_ancient.svg">	<img src="鹵_stroke_order.svg">	鹽, 鹼, 鹹, 蓾, 鹺
鹿	<div class=tone4>lù</div>, <div class=tone2>lǘ</div>	lu4 lü2	deer	198		[sound:cmn-lu4.mp3]	<img src="鹿_img_ancient.svg">	<img src="鹿_stroke_order.svg">	鹿, 麟, 麓, 麝, 麒
麥	<div class=tone4>mài</div>	mai4	wheat	199	麦	[sound:cmn-mai4.mp3]	<img src="麥_img_ancient.svg">	<img src="麥_stroke_order.svg">	麴, 麷, 麰, 麧, 麨
麻	<div class=tone2>má</div>, <div class=tone1>mā</div>	ma2 ma1	hemp, flax	200		[sound:cmn-ma2.mp3]	<img src="麻_img_ancient.svg">	<img src="麻_stroke_order.svg">	麻, 魔, 摩, 磨, 嘛
黃	<div class=tone2>huáng</div>	huang2	yellow	201	黄	[sound:cmn-huang2.mp3]	<img src="黃_img_ancient.svg">	<img src="黃_stroke_order.svg">	黃
黍	<div class=tone3>shǔ</div>	shu3	millet	202		[sound:cmn-shu3.mp3]	<img src="黍_img_ancient.svg">	<img src="黍_stroke_order.svg">	黍
黑	<div class=tone1>hēi</div>, <div class=tone4>hè</div>	hei1 he4	black	203	黒	[sound:cmn-hei1.mp3]	<img src="黑_img_ancient.svg">	<img src="黑_stroke_order.svg">	黑, 默, 墨, 黛, 嘿
黹	<div class=tone3>zhǐ</div>, <div class=tone4>xiàn</div>	zhi3 xian4	embroidery, needlework	204		[sound:cmn-zhi3.mp3]	<img src="黹_img_ancient.svg">	<img src="黹_stroke_order.svg">	黼, 黻, 黺
黽	<div class=tone3>mǐn</div>, <div class=tone2>méng</div>, <div class=tone3>měng</div>, <div class=tone3>miǎn</div>	min3 meng2 meng3 mian3	frog, amphibian	205	黾	[sound:cmn-min3.mp3]	<img src="黽_img_ancient.svg">	<img src="黽_stroke_order.svg">	鼉, 鼇, 鄳, 蠅, 鼈
鼎	<div class=tone3>dǐng</div>, <div class=tone1>zhēn</div>	ding3 zhen1	tripod	206		[sound:cmn-ding3.mp3]	<img src="鼎_img_ancient.svg">	<img src="鼎_stroke_order.svg">	鼎, 鼐, 鼒, 鼏, 鼑
鼓	<div class=tone3>gǔ</div>	gu3	drum	207	鼔	[sound:cmn-gu3.mp3]	<img src="鼓_img_ancient.svg">	<img src="鼓_stroke_order.svg">	鼓, 鼙, 瞽, 鼗, 臌
鼠	<div class=tone3>shǔ</div>	shu3	rat, mouse	208	鼡	[sound:cmn-shu3.mp3]	<img src="鼠_img_ancient.svg">	<img src="鼠_stroke_order.svg">	鼠, 鼹, 鼬, 鼷, 鼯
鼻	<div class=tone2>bí</div>	bi2	nose	209		[sound:cmn-bi2.mp3]	<img src="鼻_img_ancient.svg">	<img src="鼻_stroke_order.svg">	鼻, 鼾, 劓, 濞, 擤
斉	<div class=tone2>qí</div>	qi2	even, uniformly	210	齊, 齐	[sound:cmn-qi2.mp3]	<img src="斉_img_ancient.svg">	<img src="斉_stroke_order.svg">	萕
歯	<div class=tone3>chǐ</div>	chi3	tooth, molar	211	齒, 齿	[sound:cmn-chi3.mp3]	<img src="歯_img_ancient.svg">	<img src="歯_stroke_order.svg">	
龍	<div class=tone2>lóng</div>, <div class=tone3>lǒng</div>, <div class=tone2>máng</div>	long2 long3 mang2	dragon	212	龙	[sound:cmn-long2.mp3]	<img src="龍_img_ancient.svg">	<img src="龍_stroke_order.svg">	鑨, 龏, 龒, 躘, 龎
亀	<div class=tone1>guī</div>	gui1	turtle, tortoise	213	龜, 龟	[sound:cmn-gui1.mp3]		<img src="亀_stroke_order.svg">	穐
龠	<div class=tone4>yuè</div>	yue4	flute	214		[sound:cmn-yue4.mp3]		<img src="龠_stroke_order.svg">	龢, 籥, 瀹, 禴, 龤
